Symbol,Industry,Sector
WSO,Industrial Distribution,Industrials
BBY,Specialty Retail,Consumer Discretionary
PEN,Medical Devices,Healthcare
HST,REIT - Hotel & Motel,Real Estate
PFGC,Food Distribution,Consumer Staples
RGA,Insurance - Reinsurance,Financials
OKTA,Software - Infrastructure,Technology
BJ,Discount Stores,Consumer Staples
AVY,Packaging & Containers,Consumer Discretionary
STRL,Engineering & Construction,Industrials
NBIX,Drug Manufacturers - Specialty & Generic,Healthcare
SMMT,Biotechnology,Healthcare
ROKU,Entertainment,Communication Services
EG,Insurance - Reinsurance,Financials
MEDP,Diagnostics & Research,Healthcare
GLPI,REIT - Specialty,Real Estate
WCC,Industrial Distribution,Industrials
HRL,Packaged Foods,Consumer Staples
RGC,Drug Manufacturers - Specialty & Generic,Healthcare
TRU,Financial Data & Stock Exchanges,Financials
SNX,Electronics & Computer Distribution,Technology
TIGO,Telecom Services,Communication Services
RNR,Insurance - Reinsurance,Financials
ERIE,Insurance Brokers,Financials
LAMR,REIT - Specialty,Real Estate
ARCC,Asset Management,Financials
BNT,Insurance - Diversified,Financials
RPM,Specialty Chemicals,Materials
PNFP,Banks - Regional,Financials
BF.A,Beverages - Wineries & Distilleries,Consumer Staples
BF.B,Beverages - Wineries & Distilleries,Consumer Staples
HAS,Leisure,Consumer Discretionary
CACI,Information Technology Services,Technology
ALLE,Security & Protection Services,Industrials
ELS,REIT - Residential,Real Estate
TOL,Residential Construction,Consumer Discretionary
WMG,Entertainment,Communication Services
FNF,Insurance - Specialty,Financials
PAC,Airports & Air Services,Industrials
LSCC,Semiconductors,Technology
CLX,Household & Personal Products,Consumer Staples
GWRE,Software - Application,Technology
FIVE,Specialty Retail,Consumer Discretionary
RRX,Specialty Industrial Machinery,Industrials
AGNCM,REIT - Mortgage,Real Estate
HUBS,Software - Application,Technology
CNA,Insurance - Property & Casualty,Financials
MAS,Building Products & Equipment,Industrials
UDR,REIT - Residential,Real Estate
TIMB,Telecom Services,Communication Services
COKE,Beverages - Non-Alcoholic,Consumer Staples
FMS,Medical Care Facilities,Healthcare
PNW,Utilities - Regulated Electric,Utilities
MLI,Metal Fabrication,Industrials
HL,Other Precious Metals & Mining,Materials
UNM,Insurance - Life,Financials
DRS,Aerospace & Defense,Industrials
IONS,Biotechnology,Healthcare
SOLS,Specialty Chemicals,Materials
SUZ,Paper & Paper Products,Materials
ALGN,Medical Instruments & Supplies,Healthcare
BEN,Asset Management,Financials
EVR,Capital Markets,Financials
DOC,REIT - Healthcare Facilities,Real Estate
AEIS,Electrical Equipment & Parts,Industrials
MDGL,Biotechnology,Healthcare
DPZ,Restaurants,Consumer Discretionary
ALLY,Credit Services,Financials
IREN,Capital Markets,Financials
ENSG,Medical Care Facilities,Healthcare
ELAN,Drug Manufacturers - Specialty & Generic,Healthcare
DINO,Oil & Gas Refining & Marketing,Energy
WTRG,Utilities - Regulated Water,Utilities
GNRC,Specialty Industrial Machinery,Industrials
AMH,REIT - Residential,Real Estate
PINS,Internet Content & Information,Communication Services
GMED,Medical Devices,Healthcare
SCI,Personal Services,Consumer Discretionary
MOD,Auto Parts,Consumer Discretionary
SKM,Telecom Services,Communication Services
RDY,Drug Manufacturers - Specialty & Generic,Healthcare
JAZZ,Biotechnology,Healthcare
UHS,Medical Care Facilities,Healthcare
RRC,Oil & Gas Exploration & Production,Energy
BWA,Auto Parts,Consumer Discretionary
KRMN,Aerospace & Defense,Industrials
GEN,Software - Infrastructure,Technology
GH,Diagnostics & Research,Healthcare
JKHY,Information Technology Services,Technology
CCK,Packaging & Containers,Consumer Discretionary
ACM,Engineering & Construction,Industrials
AMKR,Semiconductor Equipment & Materials,Technology
SF,Capital Markets,Financials
WBS,Banks - Regional,Financials
AM,Oil & Gas Midstream,Energy
IT,Information Technology Services,Technology
BSY,Software - Application,Technology
SOLV,Medical Instruments & Supplies,Healthcare
AGNC,REIT - Mortgage,Real Estate
CHWY,Internet Retail,Consumer Discretionary
JHX,Building Materials,Materials
EXEL,Biotechnology,Healthcare
CRBG,Asset Management,Financials
ONON,Footwear & Accessories,Consumer Discretionary
DT,Software - Application,Technology
SWK,Tools & Accessories,Industrials
PL,Aerospace & Defense,Industrials
GDDY,Software - Infrastructure,Technology
AIZ,Insurance - Property & Casualty,Financials
GL,Insurance - Life,Financials
FHN,Banks - Regional,Financials
TXRH,Restaurants,Consumer Discretionary
AEG,Insurance - Diversified,Financials
FIG,Software - Application,Technology
SFD,Packaged Foods,Consumer Staples
AFG,Insurance - Property & Casualty,Financials
ARMK,Specialty Business Services,Industrials
IAG,Gold,Materials
BMRN,Biotechnology,Healthcare
CPT,REIT - Residential,Real Estate
WMS,Building Products & Equipment,Industrials
DVA,Medical Care Facilities,Healthcare
IVZ,Asset Management,Financials
DKNG,Gambling,Consumer Discretionary
DY,Engineering & Construction,Industrials
AG,Silver,Materials
SJM,Packaged Foods,Consumer Staples
ONTO,Semiconductor Equipment & Materials,Technology
TTD,Advertising Agencies,Communication Services
GIL,Apparel Manufacturing,Consumer Discretionary
IONQ,Computer Hardware,Technology
WYNN,Resorts & Casinos,Consumer Discretionary
AES,Utilities - Diversified,Utilities
SPXC,Building Products & Equipment,Industrials
NTNX,Software - Infrastructure,Technology
ZBRA,Communication Equipment,Technology
ASR,Airports & Air Services,Industrials
EQX,Gold,Materials
TTMI,Electronic Components,Technology
PSKY,Entertainment,Communication Services
GME,Specialty Retail,Consumer Discretionary
EQH,Asset Management,Financials
EMBJ,Aerospace & Defense,Industrials
BLD,Engineering & Construction,Industrials
OGE,Utilities - Regulated Electric,Utilities
PAG,Auto & Truck Dealerships,Consumer Discretionary
EGP,REIT - Industrial,Real Estate
STN,Engineering & Construction,Industrials
GTLS,Specialty Industrial Machinery,Industrials
AIT,Industrial Distribution,Industrials
DCI,Specialty Industrial Machinery,Industrials
KT,Telecom Services,Communication Services
RMBS,Semiconductors,Technology
Z,Internet Content & Information,Communication Services
HLI,Capital Markets,Financials
EHC,Medical Care Facilities,Healthcare
ORI,Insurance - Property & Casualty,Financials
WTS,Specialty Industrial Machinery,Industrials
ALSN,Auto Parts,Consumer Discretionary
CR,Specialty Industrial Machinery,Industrials
BAH,Consulting Services,Industrials
IESC,Engineering & Construction,Industrials
DAR,Packaged Foods,Consumer Staples
RVTY,Diagnostics & Research,Healthcare
CNM,Industrial Distribution,Industrials
MUSA,Specialty Retail,Consumer Discretionary
W,Internet Retail,Consumer Discretionary
FPS,Electronic Components,Technology
AVAV,Aerospace & Defense,Industrials
MGM,Resorts & Casinos,Consumer Discretionary
BILI,Internet Content & Information,Communication Services
SEIC,Asset Management,Financials
RBRK,Software - Infrastructure,Technology
MASI,Medical Devices,Healthcare
GAP,Apparel Retail,Consumer Discretionary
MOG.B,Aerospace & Defense,Industrials
ENLT,Utilities - Renewable,Utilities
MP,Other Industrial Metals & Mining,Materials
FLS,Specialty Industrial Machinery,Industrials
SUN,Oil & Gas Refining & Marketing,Energy
XP,Capital Markets,Financials
MOG.A,Aerospace & Defense,Industrials
BXP,REIT - Office,Real Estate
NFG,Oil & Gas Integrated,Energy
KNX,Trucking,Industrials
MICC,Packaged Foods,Consumer Staples
UHAL,Rental & Leasing Services,Industrials
AHR,REIT - Healthcare Facilities,Real Estate
TTC,Tools & Accessories,Industrials
ADC,REIT - Retail,Real Estate
HMY,Gold,Materials
FRT,REIT - Retail,Real Estate
AOS,Specialty Industrial Machinery,Industrials
BLDR,Building Products & Equipment,Industrials
WTFC,Banks - Regional,Financials
SAIA,Trucking,Industrials
DOCU,Software - Application,Technology
SSB,Banks - Regional,Financials
OSK,Farm & Heavy Construction Machinery,Industrials
CAVA,Restaurants,Consumer Discretionary
ACI,Grocery Stores,Consumer Staples
PPC,Packaged Foods,Consumer Staples
CELH,Beverages - Non-Alcoholic,Consumer Staples
OKLO,Utilities - Independent Power Producers,Utilities
BRX,REIT - Retail,Real Estate
EDU,Education & Training Services,Consumer Staples
DDS,Department Stores,Consumer Discretionary
BTSG,Health Information Services,Healthcare
FRHC,Financial Conglomerates,Financials
TFII,Trucking,Industrials
SITM,Semiconductors,Technology
CART,Internet Retail,Consumer Discretionary
BVN,Other Precious Metals & Mining,Materials
ELPC,Utilities - Regulated Electric,Utilities
SARO,Aerospace & Defense,Industrials
DOCN,Software - Infrastructure,Technology
CFR,Banks - Regional,Financials
BPOP,Banks - Regional,Financials
YMM,Software - Application,Technology
NCLH,Travel Services,Consumer Discretionary
U,Software - Application,Technology
OC,Building Products & Equipment,Industrials
FCFS,Credit Services,Financials
LFUS,Electronic Components,Technology
BMNR,Capital Markets,Financials
RYAN,Insurance - Specialty,Financials
ONB,Banks - Regional,Financials
CAE,Aerospace & Defense,Industrials
UMBF,Banks - Regional,Financials
BROS,Restaurants,Consumer Discretionary
CTRE,REIT - Healthcare Facilities,Real Estate
HSIC,Medical Distribution,Healthcare
HESM,Oil & Gas Midstream,Energy
GSAT,Telecom Services,Communication Services
BAX,Medical Instruments & Supplies,Healthcare
CHRD,Oil & Gas Exploration & Production,Energy
JEF,Capital Markets,Financials
AGCO,Farm & Heavy Construction Machinery,Industrials
AYI,Electrical Equipment & Parts,Industrials
CUBE,REIT - Industrial,Real Estate
SSL,Specialty Chemicals,Materials
TAP,Beverages - Brewers,Consumer Staples
ZION,Banks - Regional,Financials
PCOR,Software - Application,Technology
EMN,Specialty Chemicals,Materials
ABVX,Biotechnology,Healthcare
MTDR,Oil & Gas Exploration & Production,Energy
ESI,Specialty Chemicals,Materials
GDS,Information Technology Services,Technology
ARWR,Biotechnology,Healthcare
PRAX,Biotechnology,Healthcare
SWKS,Semiconductors,Technology
SBSW,Other Precious Metals & Mining,Materials
QGEN,Diagnostics & Research,Healthcare
AUR,Information Technology Services,Technology
LINE,REIT - Industrial,Real Estate
VIAV,Communication Equipment,Technology
AXSM,Biotechnology,Healthcare
NNN,REIT - Retail,Real Estate
ARE,REIT - Office,Real Estate
TECH,Biotechnology,Healthcare
CGNX,Scientific & Technical Instruments,Technology
NE,Oil & Gas Drilling,Energy
MOS,Agricultural Inputs,Materials
JOBY,Airports & Air Services,Industrials
VFS,Auto Manufacturers,Consumer Discretionary
JHG,Asset Management,Financials
AGX,Engineering & Construction,Industrials
COLB,Banks - Regional,Financials
KNTK,Oil & Gas Midstream,Energy
UGI,Utilities - Regulated Gas,Utilities
CRL,Diagnostics & Research,Healthcare
PSO,Publishing,Communication Services
FR,REIT - Industrial,Real Estate
SM,Oil & Gas Exploration & Production,Energy
PRI,Insurance - Life,Financials
ICLR,Diagnostics & Research,Healthcare
PRIM,Engineering & Construction,Industrials
ATR,Medical Instruments & Supplies,Healthcare
TTEK,Engineering & Construction,Industrials
VIST,Oil & Gas Exploration & Production,Energy
REXR,REIT - Industrial,Real Estate
R,Rental & Leasing Services,Industrials
IDCC,Software - Application,Technology
HBM,Copper,Materials
VIPS,Internet Retail,Consumer Discretionary
IDA,Utilities - Regulated Electric,Utilities
CYTK,Biotechnology,Healthcare
ALV,Auto Parts,Consumer Discretionary
VMI,Conglomerates,Industrials
PCVX,Biotechnology,Healthcare
SIRI,Entertainment,Communication Services
RIG,Oil & Gas Drilling,Energy
FORM,Semiconductor Equipment & Materials,Technology
AAOI,Communication Equipment,Technology
MANH,Software - Application,Technology
TEM,Health Information Services,Healthcare
LLYVA,Entertainment,Communication Services
TX,Steel,Materials
NUVL,Biotechnology,Healthcare
IBRX,Biotechnology,Healthcare
KNSL,Insurance - Property & Casualty,Financials
BOKF,Banks - Regional,Financials
CIG,Utilities - Diversified,Utilities
CIG.C,Utilities - Diversified,Utilities
FRO,Oil & Gas Midstream,Energy
MSGS,Entertainment,Communication Services
CAG,Packaged Foods,Consumer Staples
LKQ,Auto Parts,Consumer Discretionary
ZWS,Pollution & Treatment Controls,Industrials
FDS,Financial Data & Stock Exchanges,Financials
GGAL,Banks - Regional,Financials
WAL,Banks - Regional,Financials
LBRDK,Telecom Services,Communication Services
SFM,Grocery Stores,Consumer Staples
EPAM,Information Technology Services,Technology
AXS,Insurance - Specialty,Financials
CRUS,Semiconductors,Technology
HALO,Biotechnology,Healthcare
NXE,Uranium,Energy
POOL,Industrial Distribution,Industrials
AL,Rental & Leasing Services,Industrials
ESE,Scientific & Technical Instruments,Technology
KEX,Marine Shipping,Industrials
AMG,Asset Management,Financials
KRYS,Biotechnology,Healthcare
QRVO,Semiconductors,Technology
JXN,Insurance - Life,Financials
NOV,Oil & Gas Equipment & Services,Energy
BIO,Medical Devices,Healthcare
SANM,Electronic Components,Technology
SOBO,Oil & Gas Midstream,Energy
CAMT,Semiconductor Equipment & Materials,Technology
ARW,Electronics & Computer Distribution,Technology
CE,Chemicals,Materials
VAL,Oil & Gas Equipment & Services,Energy
CBSH,Banks - Regional,Financials
INGR,Packaged Foods,Consumer Staples
GLXY,Capital Markets,Financials
IBP,Residential Construction,Consumer Discretionary
LEVI,Apparel Manufacturing,Consumer Discretionary
MOH,Healthcare Plans,Healthcare
SSD,Lumber & Wood Production,Materials
HQY,Health Information Services,Healthcare
STAG,REIT - Industrial,Real Estate
AWI,Building Products & Equipment,Industrials
CWAN,Software - Application,Technology
DOX,Software - Infrastructure,Technology
MTCH,Internet Content & Information,Communication Services
CRK,Oil & Gas Exploration & Production,Energy
WFRD,Oil & Gas Equipment & Services,Energy
VICR,Electronic Components,Technology
LUMN,Telecom Services,Communication Services
QMMM,Advertising Agencies,Communication Services
ORA,Utilities - Renewable,Utilities
PEGA,Software - Application,Technology
AAL,Airlines,Industrials
SLAB,Semiconductors,Technology
TKR,Tools & Accessories,Industrials
TFPM,Other Precious Metals & Mining,Materials
BBU,Conglomerates,Industrials
ACLX,Biotechnology,Healthcare
ICL,Agricultural Inputs,Materials
SMTC,Semiconductors,Technology
FIGR,Capital Markets,Financials
EGO,Gold,Materials
VLY,Banks - Regional,Financials
GGB,Steel,Materials
APLD,Information Technology Services,Technology
AAON,Building Products & Equipment,Industrials
SNAP,Internet Content & Information,Communication Services
SAIL,Software - Infrastructure,Technology
PB,Banks - Regional,Financials
PRMB,Beverages - Non-Alcoholic,Consumer Staples
LBRDA,Telecom Services,Communication Services
AN,Auto & Truck Dealerships,Consumer Discretionary
OR,Gold,Materials
TAL,Education & Training Services,Consumer Staples
VIRT,Capital Markets,Financials
CPB,Packaged Foods,Consumer Staples
FLR,Engineering & Construction,Industrials
POWL,Electrical Equipment & Parts,Industrials
CHYM,Software - Application,Technology
LNC,Insurance - Life,Financials
NICE,Software - Application,Technology
